delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_time_hours,customer_id_x,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,complaint_id,customer_id_y,complaint_type,channel,complaint_severity,created_at,status,resolution_days,compensation_amount,has_complaint,incident_id,incident_type,reported_at,incident_severity,resolution_status,resolved_hours,has_incident,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version
DL00157,O01089,D144,V040,H06,2025-05-18 05:27:00,2025-05-18 08:03:36.606151,OnTime,12.43,2,0,5.0,13.52,2.6101683752777776,C0035,Retail,2025-05-18 04:12:00,2,RiverSide,NORTH,Low,7.74,Phone,0,,,,,,,,,,False,,,,,,,False,West,FullTime,6,85.0,3.83,Morning,1,EV,CENTRAL,2025-11-23 11:28:00,90.0,133770,Active,v2.0
DL00158,O00643,D031,V072,H08,2025-04-10 19:05:00,2025-04-11 00:26:34.021654,Delayed,29.34,3,0,3.8,15.45,5.359450459444444,C0349,Parcel,2025-04-10 18:51:00,1,Airport,RiverSide,Low,181.69,Web,1,,,,,,,,,,False,,,,,,,False,NORTH,FullTime,10,91.5,4.03,Flexible,1,CargoVan,AIRPORT,2025-02-24 19:07:00,78.1,89109,InRepair,v2.1
DL00159,O00213,D120,V020,H05,2024-12-05 20:07:00,2024-12-06 08:13:18.738888,OnTime,11.73,0,0,5.0,21.25,12.105205246666667,C0512,Parcel,2024-12-05 18:29:00,12,West,RiverSide,Low,161.85,Phone,1,,,,,,,,,,False,,,,,,,False,North,PartTime,3,76.9,3.72,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1
DL00160,O00874,D108,V085,H04,2024-06-15 16:06:00,2024-06-15 21:00:31.761224,OnTime,16.67,1,0,5.0,9.13,4.908822562222222,C0360,Parcel,2024-06-15 14:10:00,6,East,West,High,246.43,Phone,0,,,,,,,,,,False,,,,,,,False,South,FullTime,10,70.6,4.33,Morning,1,CargoVan,SOUTH,2025-09-30 12:01:00,87.3,145652,Active,v2.1
DL00161,O00624,D055,V098,H01,2025-04-13 04:37:00,2025-04-14 05:10:40.320423,OnTime,16.98,0,0,4.28,11.8,24.5612001175,C0117,Passenger,2025-04-13 04:21:00,24,WEST,Ctr,Medium,25.82,Web,0,,,,,,,,,,False,,,,,,,False,Central,FullTime,15,90.5,5.0,Flexible,1,Diesel,WEST,2025-12-29 15:01:00,69.7,73011,Active,v2.1
DL00162,O00854,D122,V071,H02,2024-09-01 04:30:00,2024-09-01 10:10:41.965568,OnTime,25.94,0,0,4.84,11.4,5.678323768888888,C0343,Parcel,2024-09-01 03:05:00,4,AIRPORT,AIRPORT,Low,90.75,Web,0,,,,,,,,,,False,,,,,,,False,South,FullTime,2,63.5,4.29,Morning,1,EV,West,2024-05-27 18:12:00,73.8,195310,Scheduled,v1.9
DL00163,O01007,D121,V056,H07,2024-09-24 08:50:00,2024-09-25 09:30:25.927484,Delayed,9.31,0,0,2.51,8.76,24.673868745555556,C0556,Medical,2024-09-24 07:35:00,12,Riverside,RiverSide,Medium,46.92,App,0,,,,,,,,,,False,,,,,,,False,RiverSide,Contract,3,74.91472392638036,4.97,Morning,1,EV,CENTRAL,2024-06-09 16:18:00,78.4,29849,Active,v2.2
DL00164,O00066,D045,V120,H03,2024-06-21 11:36:00,2024-06-21 14:46:30.898358,OnTime,17.31,0,0,3.9,17.53,3.175249543888889,C0421,Passenger,2024-06-21 11:22:00,4,SOUTH,EAST,Low,237.58,App,0,,,,,,,,,,False,,,,,,,False,NORTH,FullTime,2,59.6,4.12,Flexible,1,EV,CENTRAL,2025-05-02 16:13:00,73.6,192246,Active,v2.0
DL00165,O00852,D006,V022,H03,2025-07-13 18:06:00,2025-07-14 04:22:13.713354,Delayed,8.64,0,1,4.55,2.5,10.270475931666667,C0599,Retail,2025-07-13 16:22:00,2,NORTH,Riverside,Medium,126.8,Unknown,1,,,,,,,,,,False,,,,,,,False,CENTRAL,FullTime,8,78.8,4.38,Flexible,1,Hybrid,South,2025-01-28 20:20:00,89.6,44499,Scheduled,v2.1
DL00166,O00904,D091,V017,H04,2024-05-25 20:26:00,2024-05-26 10:51:28.099016,Failed,24.07,0,0,2.08,13.51,14.42447194888889,C0618,Passenger,2024-05-25 20:04:00,4,Airport,Airport,Low,95.34,App,0,,,,,,,,,,False,,,,,,,False,Riverside,FullTime,12,68.0,4.46,Night,1,Hybrid,RiverSide,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2
DL00167,O00932,D116,V069,H08,2024-10-01 07:37:00,2024-10-01 19:14:50.088103,Failed,19.44,0,0,2.56,13.3,11.630580028611112,C0221,Parcel,2024-10-01 04:59:00,2,Airport,West,Medium,51.33,Phone,0,,,,,,,,,,False,,,,,,,False,CENTRAL,FullTime,4,58.2,4.19,Morning,1,Hybrid,CENTRAL,2025-07-20 18:17:00,71.4,187158,Active,v2.1
DL00168,O00126,D100,V066,H01,2024-05-26 09:29:00,2024-05-27 03:28:20.235783,Delayed,30.51,2,0,4.3,18.34,17.988954384166664,C0146,Parcel,2024-05-26 09:04:00,12,AIRPORT,South,Medium,55.22,Web,0,CP0049,C0146,DriverBehaviour,Email,Medium,2024-05-27 09:04:00,Resolved,4.0,19.76,True,,,,,,,False,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,Hybrid,NORTH,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2
DL00169,O00996,D037,V115,H07,2025-04-26 07:29:00,2025-04-26 07:46:10.119404,OnTime,10.5,2,0,4.08,10.38,0.2861442788888889,C0238,Passenger,2025-04-26 06:19:00,4,Central,EAST,High,52.53,App,1,,,,,,,,,,False,I0120,VehicleFault,2025-04-26 10:06:00,High,Closed,0.4,True,north,PartTime,7,63.9,4.67,Morning,1,Diesel,South,2024-05-10 17:28:00,57.9,85919,Active,v2.2
DL00170,O00363,D020,V093,H04,2025-06-04 03:57:00,2025-06-04 05:40:45.827408,OnTime,10.59,0,0,4.07,10.74,1.7293965022222222,C0230,Passenger,2025-06-04 01:26:00,4,RiverSide,South,High,35.91,App,1,,,,,,,,,,False,I0201,RouteDeviation,2025-06-04 05:25:00,Medium,PendingVendor,8.2,True,East,FullTime,6,74.91472392638036,4.61,Evening,1,CargoVan,Central,2025-03-04 19:16:00,69.2,119136,Scheduled,v2.0
DL00171,O01055,D096,V085,H07,2025-08-13 19:47:00,2025-08-13 23:52:05.486628,OnTime,23.42,1,0,4.35,13.6,4.084857396666667,C0621,Parcel,2025-08-13 17:22:00,6,north,South,Medium,33.59,Web,0,,,,,,,,,,False,,,,,,,False,Ctr,FullTime,4,56.4,4.03,Morning,1,CargoVan,SOUTH,2025-09-30 12:01:00,87.3,145652,Active,v2.1
DL00172,O00127,D132,V106,H06,2025-11-08 04:29:00,2025-11-08 16:24:08.173876,Delayed,13.58,2,1,4.36,11.2,11.918937187777779,C0572,Parcel,2025-11-08 01:32:00,2,East,North,Medium,171.31,App,0,,,,,,,,,,False,,,,,,,False,South,Contract,8,77.6,4.2,Evening,1,CargoVan,NORTH,2024-05-06 13:52:00,74.9,93084,Active,v2.1
DL00173,O00459,D131,V026,H08,2025-11-28 08:52:00,2025-11-29 15:17:47.295669,Delayed,15.37,0,0,3.88,6.1,30.4298043525,C0478,Retail,2025-11-28 06:45:00,24,SOUTH,South,Low,203.99,App,0,,,,,,,,,,False,,,,,,,False,SOUTH,FullTime,9,86.7,4.26,Night,0,CargoVan,Riverside,2024-11-07 04:27:00,78.7,200276,InRepair,v2.2
DL00174,O00162,D020,V066,H07,2025-12-14 04:21:00,2025-12-14 14:45:39.043652,OnTime,9.9,2,0,4.18,9.86,10.41084545888889,C0476,Business,2025-12-14 03:47:00,12,South,Ctr,Medium,139.13,App,0,,,,,,,,,,False,,,,,,,False,East,FullTime,6,74.91472392638036,4.61,Evening,1,Hybrid,NORTH,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2
DL00175,O00583,D036,V118,H03,2025-04-17 21:40:00,2025-04-18 00:57:45.636508,OnTime,15.62,1,0,3.93,9.26,3.296010141111111,C0469,Retail,2025-04-17 18:58:00,6,SOUTH,Riverside,Medium,89.45,Web,1,,,,,,,,,,False,I0003,TemperatureIssue,2025-04-17 23:22:00,Medium,Open,22.0,True,Airport,PartTime,9,79.3,4.69,Morning,1,Diesel,Riverside,2025-02-18 12:40:00,78.0,145165,Active,v2.1
DL00176,O01200,D061,V116,H05,2024-02-23 08:31:00,2024-02-23 13:20:44.267798,OnTime,16.02,0,0,4.36,16.67,4.828963277222223,C0433,Passenger,2024-02-23 06:55:00,6,RiverSide,RiverSide,Low,68.78,Web,0,,,,,,,,,,False,,,,,,,False,RiverSide,Contract,8,85.9,4.38,Evening,1,Diesel,EAST,2025-04-23 07:10:00,62.7,71822,Active,v2.1
DL00177,O00164,D123,V045,H01,2024-03-23 14:11:00,2024-03-24 11:34:32.627966,OnTime,8.31,0,0,4.85,9.58,21.39239665722222,C0622,Parcel,2024-03-23 13:43:00,24,South,Ctr,Low,211.8,App,0,,,,,,,,,,False,,,,,,,False,RiverSide,FullTime,3,93.5,4.12,Flexible,1,EV,EAST,2025-08-10 04:56:00,88.0,190688,Active,v2.2
DL00178,O01166,D024,V052,H05,2025-09-22 12:46:00,2025-09-22 22:06:17.558019,Failed,13.01,2,1,3.36,6.79,9.338210560833332,C0053,Parcel,2025-09-22 10:20:00,4,West,north,Medium,57.89,Web,1,,,,,,,,,,False,,,,,,,False,RiverSide,PartTime,8,71.4,3.35,Evening,1,Hybrid,Riverside,2024-11-14 16:11:00,95.4,182486,Active,v1.9
DL00179,O00493,D016,V094,H08,2024-05-20 04:07:00,2024-05-20 19:35:01.117107,Delayed,9.15,1,0,2.32,12.14,15.466976974166666,C0370,Parcel,2024-05-20 02:52:00,6,EAST,north,Critical,55.91,Web,0,,,,,,,,,,False,,,,,,,False,AIRPORT,FullTime,6,81.9,4.31,Evening,1,CargoVan,CENTRAL,2025-05-22 02:15:00,65.9,159262,Scheduled,v1.9
DL00180,O00137,D135,V054,H08,2025-03-14 19:37:00,2025-03-15 06:15:52.917076,OnTime,19.65,0,0,4.25,14.94,10.64803252111111,C0295,Parcel,2025-03-14 17:58:00,12,East,SOUTH,High,81.5,App,0,,,,,,,,,,False,,,,,,,False,Riverside,PartTime,2,70.3,4.4,Flexible,1,Hybrid,North,2024-10-28 22:21:00,76.7,90558,Scheduled,v2.2
DL00181,O00450,D073,V014,H02,2024-08-25 23:47:00,2024-08-25 23:58:42.961492,OnTime,12.74,1,0,5.0,14.37,0.19526708111111113,C0527,Retail,2024-08-25 23:12:00,2,RiverSide,RiverSide,Low,31.33,App,0,,,,,,,,,,False,I0032,VehicleFault,2024-08-26 02:02:00,Low,Open,11.3,True,East,FullTime,11,76.9,4.58,Evening,1,EV,AIRPORT,2025-05-24 12:36:00,100.0,206339,Scheduled,v2.0
DL00182,O00096,D071,V102,H04,2024-07-13 18:06:00,2024-07-13 18:46:16.627804,OnTime,7.62,0,0,4.64,14.41,0.6712855011111112,C0441,Business,2024-07-13 17:20:00,2,North,WEST,Critical,153.48,Web,0,,,,,,,,,,False,,,,,,,False,CENTRAL,PartTime,12,56.7,4.49,Evening,1,EV,West,2024-10-24 12:35:00,77.0,198326,Active,v2.0
DL00183,O00808,D049,V065,H05,2024-09-06 07:26:00,2024-09-06 12:08:53.674289,OnTime,15.14,0,0,4.23,13.23,4.714909524722222,C0598,Passenger,2024-09-06 06:57:00,4,RiverSide,West,High,79.62,App,0,,,,,,,,,,False,,,,,,,False,CENTRAL,Contract,14,41.4,4.0,Morning,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1
DL00184,O01005,D023,V096,H07,2025-05-01 19:42:00,2025-05-03 02:37:43.403054,Failed,13.78,0,0,2.96,13.86,30.928723070555556,C0104,Business,2025-05-01 17:35:00,12,RiverSide,SOUTH,High,127.67,App,0,CP0205,C0104,MissedPickup,App,Medium,2025-05-11 17:35:00,AwaitingCustomer,5.0,20.67,True,,,,,,,False,EAST,FullTime,11,79.1,4.16,Night,1,CargoVan,East,2025-08-21 07:26:00,85.1,193315,InRepair,v2.0
DL00185,O01217,D008,V065,H01,2024-01-26 00:13:00,2024-01-26 11:26:56.498085,OnTime,15.39,3,0,4.76,13.61,11.232360579166667,C0263,Passenger,2024-01-25 22:08:00,12,CENTRAL,SOUTH,High,121.06,Phone,0,,,,,,,,,,False,,,,,,,False,SOUTH,FullTime,9,84.1,3.88,Morning,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1
DL00186,O00798,D006,V081,H06,2024-01-14 04:23:00,2024-01-14 07:07:14.801241,OnTime,14.26,1,0,4.91,4.79,2.7374447891666662,C0547,Retail,2024-01-14 03:13:00,4,South,NORTH,Low,55.01,App,0,,,,,,,,,,False,I0021,SafetyNearMiss,2024-01-14 06:44:00,Medium,Escalated,4.8,True,CENTRAL,FullTime,8,78.8,4.38,Flexible,1,EV,West,2024-12-28 08:10:00,86.6,165481,Active,v2.2
DL00187,O00439,D111,V069,H05,2024-03-05 22:08:00,2024-03-06 15:17:27.866312,Failed,17.61,1,0,1.53,16.92,17.157740642222223,C0577,Medical,2024-03-05 21:13:00,1,North,Ctr,High,53.87,Web,0,,,,,,,,,,False,I0079,ProofMissing,2024-03-05 23:18:00,High,Open,1.1,True,Airport,FullTime,15,79.2,4.12,Night,1,Hybrid,CENTRAL,2025-07-20 18:17:00,71.4,187158,Active,v2.1
DL00188,O00739,D008,V075,H08,2025-04-13 23:14:00,2025-04-14 09:05:27.436648,OnTime,5.37,0,0,5.0,5.73,9.857621291111112,C0144,Passenger,2025-04-13 20:48:00,12,South,NORTH,Low,76.04,Phone,0,,,,,,,,,,False,,,,,,,False,SOUTH,FullTime,9,84.1,3.88,Morning,1,Diesel,WEST,2024-04-12 02:10:00,85.5,32441,InRepair,v2.1
DL00189,O01227,D011,V118,H06,2024-11-05 11:52:00,2024-11-05 18:23:23.067031,Failed,14.51,1,0,2.43,12.83,6.523074175277777,C0282,Medical,2024-11-05 10:32:00,2,Ctr,north,High,95.27,Phone,0,CP0097,C0282,DriverBehaviour,App,Medium,2024-11-07 10:32:00,Escalated,15.0,27.94,True,I0241,CustomerNoShow,2024-11-05 13:46:00,High,Escalated,21.0,True,East,FullTime,3,89.4,3.85,Night,1,Diesel,Riverside,2025-02-18 12:40:00,78.0,145165,Active,v2.1
DL00190,O00875,D039,V003,H07,2025-10-31 23:21:00,2025-11-01 08:44:27.167343,OnTime,2.25,0,0,4.79,7.74,9.3908798175,C0027,Business,2025-10-31 20:59:00,12,north,East,High,64.89,Web,0,,,,,,,,,,False,I0199,ProofMissing,2025-11-01 01:32:00,Medium,Open,33.8,True,AIRPORT,Contract,7,86.1,4.06,Evening,1,CargoVan,north,2025-11-24 23:59:00,91.7,219359,Active,v2.1
DL00191,O00755,D161,V006,H08,2025-08-21 05:02:00,2025-08-21 12:04:57.236329,OnTime,13.55,0,0,3.48,21.6,7.049232313611111,C0014,Passenger,2025-08-21 03:25:00,6,SOUTH,SOUTH,High,25.11,App,0,,,,,,,,,,False,,,,,,,False,NORTH,FullTime,1,84.7,4.02,Evening,1,EV,Central,2025-11-22 06:39:00,78.6,141381,Active,v2.1
DL00192,O00118,D095,V112,H04,2025-08-18 22:16:00,2025-08-19 03:23:10.590397,OnTime,14.13,0,0,4.64,16.49,5.119608443611111,C0087,Retail,2025-08-18 20:05:00,6,South,SOUTH,Medium,74.68,App,0,,,,,,,,,,False,I0142,SafetyNearMiss,2025-08-18 23:10:00,Medium,Escalated,14.4,True,WEST,FullTime,12,99.0,3.15,Night,1,EV,South,2024-06-08 07:45:00,94.1,19121,InRepair,v2.1
DL00193,O00032,D017,V013,H08,2025-09-16 00:28:00,2025-09-15 23:38:00.000000,OnTime,14.01,4,0,3.54,9.08,,C0297,Passenger,2025-09-15 23:14:00,1,CENTRAL,East,Medium,126.43,App,1,,,,,,,,,,False,,,,,,,False,EAST,PartTime,1,74.91472392638036,4.34,Morning,1,CargoVan,WEST,2025-07-17 18:07:00,68.3,153106,Scheduled,v2.0
DL00194,O00422,D053,V110,H01,2025-08-07 09:57:00,2025-08-07 22:44:40.533037,Delayed,8.77,2,0,2.58,9.97,12.794592510277779,C0034,Passenger,2025-08-07 08:03:00,6,Central,West,Medium,15.05,App,0,,,,,,,,,,False,I0234,CustomerNoShow,2025-08-07 12:06:00,Critical,Closed,10.2,True,West,FullTime,5,83.3,3.8,Morning,1,EV,East,2025-03-22 01:17:00,85.1,63717,Active,v2.1
DL00195,O00462,D162,V028,H06,2025-03-03 20:56:00,2025-03-04 07:39:20.158477,Delayed,13.0,1,0,1.04,10.71,10.722266243611111,C0381,Parcel,2025-03-03 18:08:00,6,RiverSide,EAST,Medium,55.77,App,0,,,,,,,,,,False,,,,,,,False,RiverSide,Contract,11,69.0,4.62,Night,1,EV,East,2024-08-25 02:52:00,75.4,149698,Active,v2.0
DL00196,O00469,D111,V009,H08,2024-09-19 00:27:00,2024-09-19 00:29:59.873621,OnTime,13.83,1,0,3.85,12.41,0.04996489472222223,C0186,Parcel,2024-09-18 21:54:00,4,East,East,Low,92.55,App,0,,,,,,,,,,False,,,,,,,False,Airport,FullTime,15,79.2,4.12,Night,1,CargoVan,South,2025-05-01 08:50:00,68.8,156687,Active,v2.1
DL00197,O00478,D163,V053,H02,2025-04-21 00:07:00,2025-04-21 01:03:50.907972,OnTime,11.17,0,0,5.0,2.84,0.9474744366666666,C0521,Medical,2025-04-20 21:31:00,2,WEST,South,Critical,160.09,App,0,,,,,,,,,,False,,,,,,,False,RiverSide,FullTime,11,78.2,4.5,Morning,0,CargoVan,WEST,2024-04-23 20:57:00,73.7,122638,Scheduled,v2.0
DL00198,O00465,D156,V111,H04,2024-12-08 07:33:00,2024-12-08 12:46:07.626495,Delayed,8.01,0,0,3.38,10.98,5.2187851375,C0149,Medical,2024-12-08 06:33:00,2,EAST,NORTH,Low,20.53,App,0,,,,,,,,,,False,I0029,VehicleFault,2024-12-08 08:07:00,Medium,Open,11.8,True,South,FullTime,14,84.5,3.62,Evening,1,EV,WEST,2025-11-11 00:21:00,66.3,208147,Active,v2.1
DL00199,O00821,D086,V088,H05,2025-01-25 03:15:00,2025-01-25 08:28:34.398516,OnTime,24.31,1,0,4.36,18.49,5.22622181,C0266,Parcel,2025-01-25 02:44:00,6,CENTRAL,SOUTH,Medium,78.86,Phone,0,,,,,,,,,,False,,,,,,,False,north,PartTime,14,70.6,5.0,Flexible,1,Diesel,north,2024-02-14 14:03:00,80.3,50427,InRepair,v2.1
DL00200,O00406,D160,V106,H06,2025-01-05 13:23:00,2025-01-05 14:10:14.767186,OnTime,31.46,2,0,4.38,16.38,0.7874353294444445,C0631,Retail,2025-01-05 13:07:00,2,Airport,RiverSide,Critical,59.17,App,0,CP0004,C0631,Delay,App,Medium,2025-01-14 13:07:00,AwaitingCustomer,7.0,23.44,True,,,,,,,False,East,FullTime,12,72.8,4.48,Morning,1,CargoVan,NORTH,2024-05-06 13:52:00,74.9,93084,Active,v2.1
DL00200,O00406,D160,V106,H06,2025-01-05 13:23:00,2025-01-05 14:10:14.767186,OnTime,31.46,2,0,4.38,16.38,0.7874353294444445,C0631,Retail,2025-01-05 13:07:00,2,Airport,RiverSide,Critical,59.17,App,0,CP0317,C0631,DriverBehaviour,Chatbot,Medium,2025-01-17 13:07:00,Resolved,6.0,26.52,True,,,,,,,False,East,FullTime,12,72.8,4.48,Morning,1,CargoVan,NORTH,2024-05-06 13:52:00,74.9,93084,Active,v2.1
DL00201,O00008,D036,V041,H03,2024-04-03 20:22:00,2024-04-03 20:46:56.611810,OnTime,14.08,0,0,5.0,12.87,0.4157255027777778,C0157,Parcel,2024-04-03 17:54:00,4,Riverside,Riverside,Medium,35.06,Phone,0,CP0013,C0157,MissedPickup,Phone,Medium,2024-04-08 17:54:00,Resolved,8.0,15.77,True,,,,,,,False,Airport,PartTime,9,79.3,4.69,Morning,1,EV,East,2024-01-11 21:04:00,78.4,88129,Active,v2.2
DL00202,O01057,D028,V054,H06,2025-03-23 12:38:00,2025-03-23 18:02:58.624138,Delayed,19.31,2,0,3.67,17.41,5.416284482777778,C0579,Passenger,2025-03-23 10:11:00,4,AIRPORT,north,Medium,50.3,App,0,,,,,,,,,,False,,,,,,,False,North,FullTime,11,83.0,4.07,Flexible,1,Hybrid,North,2024-10-28 22:21:00,76.7,90558,Scheduled,v2.2
DL00203,O00901,D107,V086,H08,2025-12-08 09:18:00,2025-12-08 16:36:10.578825,Delayed,9.36,2,0,4.52,7.69,7.3029385625000005,C0222,Retail,2025-12-08 06:41:00,2,CENTRAL,Airport,Critical,136.84,Phone,0,,,,,,,,,,False,,,,,,,False,RiverSide,FullTime,14,57.0,4.82,Flexible,1,EV,CENTRAL,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2
DL00204,O00025,D108,V062,H08,2025-01-10 22:15:00,2025-01-11 05:19:27.680020,OnTime,11.32,1,0,4.64,15.67,7.074355561111111,C0297,Passenger,2025-01-10 21:51:00,6,North,RiverSide,Critical,66.51,App,0,,,,,,,,,,False,,,,,,,False,South,FullTime,10,70.6,4.33,Morning,1,Hybrid,North,2024-02-13 22:26:00,89.9,113343,Active,v2.0
DL00205,O00375,D039,V024,H03,2024-09-17 23:26:00,2024-09-18 02:13:34.429413,OnTime,7.16,3,0,4.17,12.58,2.7928970591666666,C0012,Medical,2024-09-17 22:39:00,4,Central,East,High,150.39,Phone,0,,,,,,,,,,False,I0217,RouteDeviation,2024-09-18 00:46:00,Low,Closed,19.2,True,AIRPORT,Contract,7,86.1,4.06,Evening,1,EV,East,2025-05-26 12:28:00,74.9,56967,Active,v2.1
DL00206,O00634,D045,V107,H02,2024-07-07 14:19:00,2024-07-07 17:45:48.033486,OnTime,17.47,1,0,4.49,15.56,3.4466759683333335,C0536,Parcel,2024-07-07 12:17:00,4,East,South,Medium,171.58,App,0,,,,,,,,,,False,,,,,,,False,NORTH,FullTime,2,59.6,4.12,Flexible,1,CargoVan,NORTH,2024-12-25 17:15:00,87.9,96239,Active,v2.0
DL00207,O01035,D121,V114,H04,2024-03-17 00:24:00,2024-03-17 06:31:20.483060,OnTime,18.52,1,0,4.4,11.28,6.122356405555555,C0508,Business,2024-03-16 22:47:00,6,EAST,RiverSide,Low,54.57,App,0,,,,,,,,,,False,I0050,CustomerNoShow,2024-03-17 01:48:00,High,Open,20.9,True,RiverSide,Contract,3,74.91472392638036,4.97,Morning,1,Hybrid,North,2024-10-03 17:53:00,90.0,84649,Active,v2.2
DL00208,O00964,D087,V018,H01,2024-04-13 03:27:00,2024-04-13 22:30:31.511760,Failed,21.73,0,1,3.09,13.36,19.058753266666663,C0247,Retail,2024-04-13 02:30:00,2,CENTRAL,SOUTH,High,178.23,Phone,0,,,,,,,,,,False,I0039,SafetyNearMiss,2024-04-13 05:39:00,High,Closed,2.6,True,north,Contract,13,73.3,4.43,Night,1,Diesel,RiverSide,2025-04-08 22:29:00,86.8,98363,Scheduled,v2.1
DL00209,O01154,D057,V107,H06,2024-09-05 16:29:00,,OnTime,11.22,1,0,4.31,13.88,,C0588,Medical,2024-09-05 14:35:00,12,SOUTH,South,Low,25.19,Phone,0,,,,,,,,,,False,,,,,,,False,WEST,FullTime,6,75.0,4.25,Morning,1,CargoVan,NORTH,2024-12-25 17:15:00,87.9,96239,Active,v2.0
DL00210,O01191,D142,V016,H02,2024-02-19 19:24:00,2024-02-19 23:40:57.531907,Delayed,16.24,3,0,3.43,13.43,4.282647751944444,C0258,Business,2024-02-19 17:29:00,2,East,North,Low,91.82,App,0,,,,,,,,,,False,,,,,,,False,AIRPORT,FullTime,12,98.7,4.23,Night,1,EV,WEST,2024-10-13 19:38:00,63.5,84395,Active,v2.1
DL00211,O01017,D102,V006,H08,2025-12-30 15:47:00,2025-12-30 19:01:17.386185,OnTime,12.39,1,0,4.57,13.18,3.2381628291666664,C0201,Retail,2025-12-30 13:06:00,6,CENTRAL,WEST,High,30.84,Phone,0,,,,,,,,,,False,,,,,,,False,East,PartTime,10,67.6,4.62,Morning,1,EV,Central,2025-11-22 06:39:00,78.6,141381,Active,v2.1
DL00212,O01105,D142,V041,H01,2025-06-18 18:46:00,2025-06-19 18:15:30.156582,Delayed,13.85,1,1,4.29,11.45,23.491710161666667,C0239,Business,2025-06-18 17:21:00,12,East,WEST,Medium,13.4,Phone,0,,,,,,,,,,False,,,,,,,False,AIRPORT,FullTime,12,98.7,4.23,Night,1,EV,East,2024-01-11 21:04:00,78.4,88129,Active,v2.2
DL00213,O00807,D025,V073,H02,2025-10-16 07:59:00,2025-10-16 10:10:20.184358,OnTime,8.57,0,0,4.33,10.42,2.1889400994444443,C0162,Parcel,2025-10-16 06:00:00,4,SOUTH,Riverside,Medium,155.63,App,1,,,,,,,,,,False,I0240,CustomerNoShow,2025-10-16 10:42:00,Low,Closed,14.9,True,North,FullTime,1,86.4,3.72,Morning,1,Hybrid,AIRPORT,2024-05-28 05:33:00,76.7853448275862,191353,Active,v2.1
DL00214,O00552,D096,V010,H04,2025-11-09 03:20:00,2025-11-09 06:33:06.774900,OnTime,6.09,0,0,3.02,7.3,3.2185485833333334,C0341,Passenger,2025-11-09 02:21:00,4,Riverside,South,Low,76.7,App,0,,,,,,,,,,False,,,,,,,False,Ctr,FullTime,4,56.4,4.03,Morning,1,CargoVan,NORTH,2025-10-07 22:40:00,50.7,129032,InRepair,v2.1
DL00215,O01042,D100,V102,H06,2024-08-26 13:15:00,2024-08-27 08:07:20.123858,Delayed,22.0,1,0,4.79,19.64,18.872256627222225,C0571,Passenger,2024-08-26 13:05:00,12,AIRPORT,EAST,Low,54.55,Phone,0,,,,,,,,,,False,,,,,,,False,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,EV,West,2024-10-24 12:35:00,77.0,198326,Active,v2.0
DL00216,O00167,D146,V019,H07,2024-04-27 21:19:00,2024-04-28 19:51:43.999646,OnTime,30.01,0,0,3.37,18.54,22.54555545722222,C0325,Medical,2024-04-27 20:46:00,24,East,EAST,Medium,24.78,API,0,CP0134,C0325,Delay,Phone,Low,2024-04-29 20:46:00,Resolved,6.0,21.16,True,,,,,,,False,Airport,Contract,1,74.91472392638036,4.36,Morning,1,Diesel,SOUTH,2024-10-21 23:22:00,70.4,151460,Scheduled,v2.2
DL00216,O00167,D146,V019,H07,2024-04-27 21:19:00,2024-04-28 19:51:43.999646,OnTime,30.01,0,0,3.37,18.54,22.54555545722222,C0325,Medical,2024-04-27 20:46:00,24,East,EAST,Medium,24.78,API,0,CP0319,C0325,Delay,Email,Medium,2024-04-27 20:46:00,Resolved,2.0,11.9,True,,,,,,,False,Airport,Contract,1,74.91472392638036,4.36,Morning,1,Diesel,SOUTH,2024-10-21 23:22:00,70.4,151460,Scheduled,v2.2
DL00217,O01194,D020,V030,H01,2024-08-08 01:50:00,2024-08-08 01:09:07.153624,OnTime,22.61,1,0,4.41,12.17,,C0229,Passenger,2024-08-07 23:21:00,2,South,Airport,Medium,88.17,App,1,,,,,,,,,,False,,,,,,,False,East,FullTime,6,74.91472392638036,4.61,Evening,1,CargoVan,North,2025-09-14 07:20:00,78.0,134360,Active,v2.1
